X (Grid)	Y (Grid)	X (m)	Y (m)	Data
44	19	178	322	-999
45	19	182	322	-999
46	19	186	322	-999
47	19	190	322	39.506248
48	19	194	322	22.158686
49	19	198	322	19.128206
50	19	202	322	15.931769
51	19	206	322	8.590631
52	19	210	322	9.57388
53	19	214	322	8.506195
54	19	218	322	9.168673
55	19	222	322	23.878592
56	19	226	322	-999
57	19	230	322	-999
58	19	234	322	-999
59	19	238	322	-999
60	19	242	322	30.478426
61	19	246	322	18.557192
62	19	250	322	21.211498
63	19	254	322	40.052441
64	19	258	322	-999
65	19	262	322	38.888603
66	19	266	322	37.519844
67	19	270	322	-999
68	19	274	322	50.168274
69	19	278	322	-999
70	19	282	322	-999
71	19	286	322	-999
72	19	290	322	-999
73	19	294	322	-999
74	19	298	322	7.776825
75	19	302	322	-0.368474
76	19	306	322	-0.025346
77	19	310	322	0.444254
78	19	314	322	1.016537
79	19	318	322	1.545479
80	19	322	322	1.326996
81	19	326	322	3.208016
82	19	330	322	4.304922
83	19	334	322	4.663132
84	19	338	322	5.063795
85	19	342	322	4.692351
86	19	346	322	4.902772
87	19	350	322	3.925629
88	19	354	322	4.476998
89	19	358	322	2.956621
90	19	362	322	2.950122
91	19	366	322	2.944303
92	19	370	322	3.498258
93	19	374	322	3.008967
94	19	378	322	3.04366
95	19	382	322	2.563966
96	19	386	322	3.126224
97	19	390	322	2.579153
98	19	394	322	1.51032
99	19	398	322	2.052971
0	18	2	326	0
1	18	6	326	0
2	18	10	326	0
3	18	14	326	0
4	18	18	326	0
5	18	22	326	0
6	18	26	326	0
7	18	30	326	0
8	18	34	326	0
9	18	38	326	0
10	18	42	326	0
11	18	46	326	0
12	18	50	326	0
13	18	54	326	0
14	18	58	326	0
15	18	62	326	2.002337
16	18	66	326	3.576957
17	18	70	326	5.139419
18	18	74	326	10.330162
19	18	78	326	20.029781
20	18	82	326	26.772079
21	18	86	326	40.477406
22	18	90	326	-999
23	18	94	326	38.917236
24	18	98	326	21.104822
25	18	102	326	36.365852
26	18	106	326	-999
27	18	110	326	-999
28	18	114	326	51.611012
29	18	118	326	-999
30	18	122	326	-999
31	18	126	326	-999
32	18	130	326	-999
33	18	134	326	-999
34	18	138	326	-999
35	18	142	326	-999
36	18	146	326	47.662426
37	18	150	326	-999
38	18	154	326	-999
39	18	158	326	-999
40	18	162	326	-999
41	18	166	326	-999
42	18	170	326	50.944725
43	18	174	326	-999
44	18	178	326	-999
45	18	182	326	-999
46	18	186	326	-999
47	18	190	326	-999
48	18	194	326	-999
49	18	198	326	-999
50	18	202	326	-999
51	18	206	326	12.708447
52	18	210	326	9.126452
53	18	214	326	7.556149
54	18	218	326	8.588365
55	18	222	326	20.278736
56	18	226	326	-999
57	18	230	326	-999
58	18	234	326	-999
59	18	238	326	-999
60	18	242	326	35.466434
61	18	246	326	21.758539
62	18	250	326	20.708515
63	18	254	326	31.909035
64	18	258	326	-999
65	18	262	326	-999
66	18	266	326	-999
67	18	270	326	-999
68	18	274	326	53.015461
69	18	278	326	-999
70	18	282	326	-999
71	18	286	326	-999
72	18	290	326	-999
73	18	294	326	35.647995
74	18	298	326	9.296074
75	18	302	326	2.546308
76	18	306	326	3.832233
77	18	310	326	2.261811
78	18	314	326	2.321644
79	18	318	326	2.130175
80	18	322	326	5.330609
81	18	326	326	6.869749
82	18	330	326	8.719269
83	18	334	326	6.35638
84	18	338	326	7.128133
85	18	342	326	6.374777
86	18	346	326	5.906271
87	18	350	326	3.93986
88	18	354	326	3.507336
89	18	358	326	2.96475
90	18	362	326	3.460974
91	18	366	326	3.008169
92	18	370	326	3.07156
93	18	374	326	2.507673
94	18	378	326	3.0572
95	18	382	326	2.536054
96	18	386	326	2.045757
97	18	390	326	2.562372
98	18	394	326	1.510108
99	18	398	326	1.488408
0	17	2	330	0
1	17	6	330	0
2	17	10	330	0
3	17	14	330	0
4	17	18	330	0
5	17	22	330	0
6	17	26	330	0
7	17	30	330	0
8	17	34	330	0
9	17	38	330	0
10	17	42	330	0
11	17	46	330	0
12	17	50	330	0
13	17	54	330	0
14	17	58	330	0
15	17	62	330	0.433467
16	17	66	330	2.016597
17	17	70	330	3.544313
18	17	74	330	5.676538
19	17	78	330	6.715847
20	17	82	330	17.969032
21	17	86	330	-999
22	17	90	330	-999
23	17	94	330	-999
24	17	98	330	24.413172
25	17	102	330	26.875374
26	17	106	330	-999
27	17	110	330	-999
28	17	114	330	-999
29	17	118	330	-999
30	17	122	330	-999
31	17	126	330	-999
32	17	130	330	-999
33	17	134	330	-999
34	17	138	330	-999
35	17	142	330	-999
36	17	146	330	40.764816
37	17	150	330	51.28096
38	17	154	330	-999
39	17	158	330	-999
40	17	162	330	-999
41	17	166	330	-999
42	17	170	330	44.373524
43	17	174	330	45.781403
44	17	178	330	-999
45	17	182	330	-999
46	17	186	330	-999
47	17	190	330	-999
48	17	194	330	-999
49	17	198	330	-999
50	17	202	330	-999
51	17	206	330	16.427004
52	17	210	330	11.215918
53	17	214	330	8.598764
54	17	218	330	8.757263
55	17	222	330	12.244714
56	17	226	330	34.236271
57	17	230	330	-999
58	17	234	330	-999
59	17	238	330	-999
60	17	242	330	48.598515
61	17	246	330	39.718971
62	17	250	330	35.881256
63	17	254	330	36.527428
64	17	258	330	-999
65	17	262	330	61.421787
66	17	266	330	-999
67	17	270	330	-999
68	17	274	330	47.189991
69	17	278	330	-999
70	17	282	330	-999
71	17	286	330	42.318665
72	17	290	330	25.717079
73	17	294	330	12.837523
74	17	298	330	6.576986
75	17	302	330	4.416657
76	17	306	330	0.923665
77	17	310	330	3.360708
78	17	314	330	8.428385
79	17	318	330	3.183039
80	17	322	330	5.947332
81	17	326	330	18.317083
82	17	330	330	23.764149
83	17	334	330	14.503137
84	17	338	330	11.092761
85	17	342	330	7.122882
86	17	346	330	5.951967
87	17	350	330	4.441313
88	17	354	330	3.424933
89	17	358	330	3.498375
90	17	362	330	2.957024
91	17	366	330	3.01999
92	17	370	330	3.553806
93	17	374	330	3.034219
94	17	378	330	3.016818
95	17	382	330	2.537358
96	17	386	330	2.549503
97	17	390	330	2.574188
98	17	394	330	2.019729
99	17	398	330	1.548046
0	16	2	334	0
1	16	6	334	0
2	16	10	334	0
3	16	14	334	0
4	16	18	334	0
5	16	22	334	0
6	16	26	334	0
7	16	30	334	0
8	16	34	334	0
9	16	38	334	0
10	16	42	334	0
11	16	46	334	0
12	16	50	334	0
13	16	54	334	0
14	16	58	334	0
15	16	62	334	0
16	16	66	334	0.389297
17	16	70	334	1.976088
18	16	74	334	2.497729
19	16	78	334	5.154935
20	16	82	334	9.730811
21	16	86	334	18.86367
22	16	90	334	32.232044
23	16	94	334	-999
24	16	98	334	21.327841
25	16	102	334	20.862558
26	16	106	334	-999
27	16	110	334	-999
28	16	114	334	-999
29	16	118	334	-999
30	16	122	334	-999
31	16	126	334	-999
32	16	130	334	-999
33	16	134	334	-999
34	16	138	334	-999
35	16	142	334	-999
36	16	146	334	35.556458
37	16	150	334	40.24807
38	16	154	334	-999
39	16	158	334	-999
40	16	162	334	-999
41	16	166	334	-999
42	16	170	334	41.330593
43	16	174	334	36.117363
44	16	178	334	-999
45	16	182	334	-999
46	16	186	334	-999
47	16	190	334	-999
48	16	194	334	-999
49	16	198	334	-999
50	16	202	334	-999
51	16	206	334	16.454699
52	16	210	334	11.241315
53	16	214	334	10.569711
54	16	218	334	9.706944
55	16	222	334	9.707373
56	16	226	334	21.984991
57	16	230	334	-999
58	16	234	334	-999
59	16	238	334	-999
60	16	242	334	-999
61	16	246	334	-999
62	16	250	334	-999
63	16	254	334	45.023556
64	16	258	334	-999
65	16	262	334	-999
66	16	266	334	-999
67	16	270	334	-999
68	16	274	334	29.350145
69	16	278	334	27.586975
70	16	282	334	26.328192
71	16	286	334	15.877055
72	16	290	334	8.477651
73	16	294	334	5.492597
74	16	298	334	4.474788
75	16	302	334	2.719481
76	16	306	334	3.504532
77	16	310	334	3.274311
78	16	314	334	34.771389
79	16	318	334	6.013134
80	16	322	334	10.267566
81	16	326	334	48.75473
82	16	330	334	-999
83	16	334	334	32.607094
84	16	338	334	15.37431
85	16	342	334	8.895767
86	16	346	334	6.685338
87	16	350	334	5.549165
88	16	354	334	3.496577
89	16	358	334	2.993217
90	16	362	334	3.002038
91	16	366	334	3.000526
92	16	370	334	3.059991
93	16	374	334	2.503522
94	16	378	334	2.493643
95	16	382	334	2.525074
96	16	386	334	2.554949
97	16	390	334	2.01706
98	16	394	334	1.549251
99	16	398	334	1.550876
0	15	2	338	0
1	15	6	338	0
2	15	10	338	0
3	15	14	338	0
4	15	18	338	0
5	15	22	338	0
6	15	26	338	0
7	15	30	338	0
8	15	34	338	0
9	15	38	338	0
10	15	42	338	0
11	15	46	338	0
12	15	50	338	0
13	15	54	338	0
14	15	58	338	0
15	15	62	338	0
16	15	66	338	0
17	15	70	338	0.871652
18	15	74	338	1.944163
19	15	78	338	4.078497
20	15	82	338	5.126693
21	15	86	338	5.562235
22	15	90	338	9.081484
23	15	94	338	16.31217
24	15	98	338	8.763003
25	15	102	338	8.13593
26	15	106	338	19.208883
27	15	110	338	-999
28	15	114	338	44.497112
29	15	118	338	-999
30	15	122	338	-999
31	15	126	338	36.45882
32	15	130	338	27.539436
33	15	134	338	31.652662
34	15	138	338	41.956936
35	15	142	338	43.540474
36	15	146	338	36.02454
37	15	150	338	42.811363
38	15	154	338	-999
39	15	158	338	-999
40	15	162	338	-999
41	15	166	338	-999
42	15	170	338	51.28804
43	15	174	338	31.165308
44	15	178	338	35.672184
45	15	182	338	-999
46	15	186	338	-999
47	15	190	338	-999
48	15	194	338	-999
49	15	198	338	-999
50	15	202	338	-999
51	15	206	338	-999
52	15	210	338	16.75292
53	15	214	338	12.160873
54	15	218	338	10.673955
55	15	222	338	10.260487
56	15	226	338	13.827909
57	15	230	338	33.765354
58	15	234	338	-999
59	15	238	338	-999
60	15	242	338	-999
61	15	246	338	-999
62	15	250	338	-999
63	15	254	338	41.202553
64	15	258	338	42.582485
65	15	262	338	-999
66	15	266	338	-999
67	15	270	338	33.002422
68	15	274	338	14.427968
69	15	278	338	11.284166
70	15	282	338	10.483154
71	15	286	338	6.238927
72	15	290	338	4.220005
73	15	294	338	5.187462
74	15	298	338	2.19021
75	15	302	338	1.201379
76	15	306	338	9.333933
77	15	310	338	34.428192
78	15	314	338	8.738712
79	15	318	338	63.11005
80	15	322	338	-999
81	15	326	338	-999
82	15	330	338	-999
83	15	334	338	40.338177
84	15	338	338	19.429531
85	15	342	338	10.981399
86	15	346	338	7.063279
87	15	350	338	6.547894
88	15	354	338	3.462616
89	15	358	338	3.008759
90	15	362	338	2.986873
91	15	366	338	3.005366
92	15	370	338	3.032265
93	15	374	338	3.095027
94	15	378	338	3.050996
95	15	382	338	2.549559
96	15	386	338	2.547592
97	15	390	338	2.040336
98	15	394	338	2.019989
99	15	398	338	1.027757
0	14	2	342	0
1	14	6	342	0
2	14	10	342	0
3	14	14	342	0
4	14	18	342	0
5	14	22	342	0
6	14	26	342	0
7	14	30	342	0
8	14	34	342	0
9	14	38	342	0
10	14	42	342	0
11	14	46	342	0
12	14	50	342	0
13	14	54	342	0
14	14	58	342	0
15	14	62	342	0
16	14	66	342	0
17	14	70	342	0
18	14	74	342	0.346696
19	14	78	342	1.42955
20	14	82	342	2.468668
21	14	86	342	3.435661
22	14	90	342	3.869279
23	14	94	342	3.392015
24	14	98	342	3.620534
25	14	102	342	2.593658
26	14	106	342	6.253658
27	14	110	342	16.191814
28	14	114	342	16.151342
29	14	118	342	23.640057
30	14	122	342	25.29833
31	14	126	342	15.82642
32	14	130	342	16.132868
33	14	134	342	35.162292
34	14	138	342	-999
35	14	142	342	-999
36	14	146	342	-999
37	14	150	342	46.691723
38	14	154	342	-999
39	14	158	342	-999
40	14	162	342	-999
41	14	166	342	-999
42	14	170	342	-999
43	14	174	342	38.043118
44	14	178	342	27.496023
45	14	182	342	-999
46	14	186	342	-999
47	14	190	342	-999
48	14	194	342	-999
49	14	198	342	-999
50	14	202	342	-999
51	14	206	342	-999
52	14	210	342	23.904839
53	14	214	342	15.598165
54	14	218	342	11.641512
55	14	222	342	11.247738
56	14	226	342	11.861424
57	14	230	342	23.601795
58	14	234	342	-999
59	14	238	342	-999
60	14	242	342	-999
61	14	246	342	-999
62	14	250	342	-999
63	14	254	342	37.661102
64	14	258	342	30.885599
65	14	262	342	-999
66	14	266	342	33.168056
67	14	270	342	14.67415
68	14	274	342	11.953211
69	14	278	342	11.70901
70	14	282	342	10.149456
71	14	286	342	7.399473
72	14	290	342	5.494915
73	14	294	342	3.392184
74	14	298	342	0.006379
75	14	302	342	1.066746
76	14	306	342	2.990663
77	14	310	342	6.259622
78	14	314	342	63.112656
79	14	318	342	67.970573
80	14	322	342	-999
81	14	326	342	-999
82	14	330	342	-999
83	14	334	342	40.394672
84	14	338	342	19.487877
85	14	342	342	11.497464
86	14	346	342	7.512542
87	14	350	342	6.584689
88	14	354	342	4.012074
89	14	358	342	3.481897
90	14	362	342	3.003598
91	14	366	342	3.570657
92	14	370	342	2.52172
93	14	374	342	2.561046
94	14	378	342	2.006327
95	14	382	342	1.981665
96	14	386	342	2.001539
97	14	390	342	1.995803
98	14	394	342	1.49902
99	14	398	342	0.440672
0	13	2	346	0
1	13	6	346	0
2	13	10	346	0
3	13	14	346	0
4	13	18	346	0
5	13	22	346	0
6	13	26	346	0
7	13	30	346	0
8	13	34	346	0
9	13	38	346	0
10	13	42	346	0
11	13	46	346	0
12	13	50	346	0
13	13	54	346	0
14	13	58	346	0
15	13	62	346	0
16	13	66	346	0
17	13	70	346	0
18	13	74	346	0
19	13	78	346	0.388248
20	13	82	346	1.41
21	13	86	346	2.354319
22	13	90	346	2.291275
23	13	94	346	3.140465
24	13	98	346	2.337022
25	13	102	346	3.22875
26	13	106	346	4.863209
27	13	110	346	5.640313
28	13	114	346	9.020967
29	13	118	346	12.206079
30	13	122	346	12.741963
31	13	126	346	13.093813
32	13	130	346	22.544601
33	13	134	346	-999
34	13	138	346	-999
35	13	142	346	-999
36	13	146	346	52.863628
37	13	150	346	33.608429
38	13	154	346	52.293659
39	13	158	346	-999
40	13	162	346	-999
41	13	166	346	-999
42	13	170	346	-999
43	13	174	346	41.759823
44	13	178	346	27.959625
45	13	182	346	-999
46	13	186	346	-999
47	13	190	346	-999
48	13	194	346	-999
49	13	198	346	-999
50	13	202	346	-999
51	13	206	346	-999
52	13	210	346	38.952148
53	13	214	346	21.668919
54	13	218	346	13.439938
55	13	222	346	12.197326
56	13	226	346	11.82031
57	13	230	346	16.966974
58	13	234	346	40.801384
59	13	238	346	-999
60	13	242	346	-999
61	13	246	346	-999
62	13	250	346	-999
63	13	254	346	30.620472
64	13	258	346	18.419634
65	13	262	346	23.162342
66	13	266	346	16.58382
67	13	270	346	13.699452
68	13	274	346	13.703472
69	13	278	346	12.91942
70	13	282	346	9.106273
71	13	286	346	3.368873
72	13	290	346	2.287938
73	13	294	346	0.97921
74	13	298	346	0.181985
75	13	302	346	1.793171
76	13	306	346	1.863533
77	13	310	346	9.450866
78	13	314	346	-999
79	13	318	346	-999
80	13	322	346	-999
81	13	326	346	-999
82	13	330	346	-999
83	13	334	346	32.306923
84	13	338	346	17.663481
85	13	342	346	11.02996
86	13	346	346	7.507018
87	13	350	346	6.065086
88	13	354	346	4.066327
89	13	358	346	4.054628
90	13	362	346	2.490138
91	13	366	346	2.525213
92	13	370	346	2.502123
93	13	374	346	2.525126
94	13	378	346	2.527474
95	13	382	346	2.006375
96	13	386	346	1.448663
97	13	390	346	1.497507
98	13	394	346	0.471323
99	13	398	346	0
0	12	2	350	0
1	12	6	350	0
2	12	10	350	0
3	12	14	350	0
4	12	18	350	0
5	12	22	350	0
6	12	26	350	0
7	12	30	350	0
8	12	34	350	0
9	12	38	350	0
10	12	42	350	0
11	12	46	350	0
12	12	50	350	0
13	12	54	350	0
14	12	58	350	0
15	12	62	350	0
16	12	66	350	0
17	12	70	350	0
18	12	74	350	0
19	12	78	350	0
20	12	82	350	0
21	12	86	350	0.261186
22	12	90	350	0.184169
23	12	94	350	1.139992
24	12	98	350	1.982162
25	12	102	350	2.057225
26	12	106	350	7.11104
27	12	110	350	19.275175
28	12	114	350	21.46454
29	12	118	350	14.712826
30	12	122	350	12.530716
31	12	126	350	10.351955
32	12	130	350	20.612322
33	12	134	350	-999
34	12	138	350	61.099537
35	12	142	350	-999
36	12	146	350	-999
37	12	150	350	36.099205
38	12	154	350	41.816513
39	12	158	350	-999
40	12	162	350	-999
41	12	166	350	-999
42	12	170	350	-999
43	12	174	350	42.28516
44	12	178	350	30.929996
45	12	182	350	-999
46	12	186	350	-999
47	12	190	350	-999
48	12	194	350	-999
49	12	198	350	-999
50	12	202	350	-999
51	12	206	350	-999
52	12	210	350	-999
53	12	214	350	34.783401
54	12	218	350	18.689974
55	12	222	350	13.121527
56	12	226	350	12.294118
57	12	230	350	14.96612
58	12	234	350	28.043161
59	12	238	350	-999
60	12	242	350	-999
61	12	246	350	46.456257
62	12	250	350	31.068501
63	12	254	350	19.643171
64	12	258	350	14.399329
65	12	262	350	12.903666
66	12	266	350	13.471067
67	12	270	350	15.47403
68	12	274	350	16.930792
69	12	278	350	15.562754
70	12	282	350	12.690734
71	12	286	350	7.708081
72	12	290	350	2.556116
73	12	294	350	-0.431039
74	12	298	350	1.126565
75	12	302	350	4.652302
76	12	306	350	12.075014
77	12	310	350	27.967342
78	12	314	350	-999
79	12	318	350	-999
80	12	322	350	-999
81	12	326	350	-999
82	12	330	350	47.637131
83	12	334	350	23.775829
84	12	338	350	14.957355
85	12	342	350	9.555835
86	12	346	350	7.097668
87	12	350	350	5.109566
88	12	354	350	4.044878
89	12	358	350	3.574028
90	12	362	350	2.468157
91	12	366	350	2.519506
92	12	370	350	2.534663
93	12	374	350	1.482615
94	12	378	350	1.500099
95	12	382	350	2.039522
96	12	386	350	1.481597
97	12	390	350	0.984736
98	12	394	350	0.490409
99	12	398	350	0
0	11	2	354	0
1	11	6	354	0
2	11	10	354	0
3	11	14	354	0
4	11	18	354	0
5	11	22	354	0
6	11	26	354	0
7	11	30	354	0
8	11	34	354	0
9	11	38	354	0
10	11	42	354	0
11	11	46	354	0
12	11	50	354	0
13	11	54	354	0
14	11	58	354	0
15	11	62	354	0
16	11	66	354	0
17	11	70	354	0
18	11	74	354	0
19	11	78	354	0
20	11	82	354	0
21	11	86	354	0
22	11	90	354	0
23	11	94	354	0.739108
24	11	98	354	1.198347
25	11	102	354	2.161635
26	11	106	354	13.370478
27	11	110	354	-999
28	11	114	354	-999
29	11	118	354	35.281696
30	11	122	354	22.840542
31	11	126	354	14.272291
32	11	130	354	22.874743
33	11	134	354	-999
34	11	138	354	-999
35	11	142	354	-999
36	11	146	354	-999
37	11	150	354	34.574142
38	11	154	354	40.825184
39	11	158	354	-999
40	11	162	354	-999
41	11	166	354	-999
42	11	170	354	-999
43	11	174	354	45.71114
44	11	178	354	32.583118
45	11	182	354	-999
46	11	186	354	-999
47	11	190	354	-999
48	11	194	354	-999
49	11	198	354	-999
50	11	202	354	-999
51	11	206	354	-999
52	11	210	354	-999
53	11	214	354	41.862511
54	11	218	354	21.617712
55	11	222	354	13.552453
56	11	226	354	10.167496
57	11	230	354	12.800379
58	11	234	354	16.03793
59	11	238	354	28.05018
60	11	242	354	29.51339
61	11	246	354	20.647449
62	11	250	354	14.878782
63	11	254	354	13.445523
64	11	258	354	11.857297
65	11	262	354	12.600566
66	11	266	354	15.975873
67	11	270	354	18.444099
68	11	274	354	22.250059
69	11	278	354	21.987026
70	11	282	354	22.818174
71	11	286	354	19.376509
72	11	290	354	8.681166
73	11	294	354	8.456786
74	11	298	354	8.924661
75	11	302	354	14.110518
76	11	306	354	16.755629
77	11	310	354	25.981707
78	11	314	354	51.478489
79	11	318	354	-999
80	11	322	354	-999
81	11	326	354	48.163097
82	11	330	354	28.580715
83	11	334	354	16.289001
84	11	338	354	11.560237
85	11	342	354	8.687335
86	11	346	354	6.568586
87	11	350	354	5.106834
88	11	354	354	2.991774
89	11	358	354	3.541041
90	11	362	354	2.568251
91	11	366	354	1.472468
92	11	370	354	1.478547
93	11	374	354	1.431795
94	11	378	354	1.45849
95	11	382	354	0.963076
96	11	386	354	0.979445
97	11	390	354	0.988887
98	11	394	354	0
99	11	398	354	0
0	10	2	358	0
1	10	6	358	0
2	10	10	358	0
3	10	14	358	0
4	10	18	358	0
5	10	22	358	0
6	10	26	358	0
7	10	30	358	0
8	10	34	358	0
9	10	38	358	0
10	10	42	358	0
11	10	46	358	0
12	10	50	358	0
13	10	54	358	0
14	10	58	358	0
15	10	62	358	0
16	10	66	358	0
17	10	70	358	0
18	10	74	358	0
19	10	78	358	0
20	10	82	358	0
21	10	86	358	0
22	10	90	358	0
23	10	94	358	0.283587
24	10	98	358	1.873325
25	10	102	358	2.874383
26	10	106	358	7.983213
27	10	110	358	28.649485
28	10	114	358	-999
29	10	118	358	-999
30	10	122	358	-999
31	10	126	358	33.291485
32	10	130	358	22.056681
33	10	134	358	31.130833
34	10	138	358	36.488079
35	10	142	358	36.039959
36	10	146	358	33.528194
37	10	150	358	27.39892
38	10	154	358	39.767128
39	10	158	358	-999
40	10	162	358	-999
41	10	166	358	-999
42	10	170	358	-999
43	10	174	358	47.579182
44	10	178	358	39.464512
45	10	182	358	62.746269
46	10	186	358	-999
47	10	190	358	-999
48	10	194	358	-999
49	10	198	358	-999
50	10	202	358	-999
51	10	206	358	-999
52	10	210	358	-999
53	10	214	358	41.847137
54	10	218	358	21.581347
55	10	222	358	13.059137
56	10	226	358	10.130757
57	10	230	358	11.246834
58	10	234	358	9.663916
59	10	238	358	10.658038
60	10	242	358	11.794117
61	10	246	358	12.336031
62	10	250	358	10.151128
63	10	254	358	10.151427
64	10	258	358	10.750469
65	10	262	358	14.686879
66	10	266	358	17.456261
67	10	270	358	27.389805
68	10	274	358	36.320969
69	10	278	358	43.090862
70	10	282	358	44.199402
71	10	286	358	46.555195
72	10	290	358	-999
73	10	294	358	-999
74	10	298	358	-999
75	10	302	358	34.588284
76	10	306	358	22.083469
77	10	310	358	20.897099
78	10	314	358	27.215488
79	10	318	358	34.82476
80	10	322	358	32.392555
81	10	326	358	25.388197
82	10	330	358	16.847906
83	10	334	358	12.516067
84	10	338	358	8.17931
85	10	342	358	7.654498
86	10	346	358	5.559986
87	10	350	358	3.517236
88	10	354	358	3.549126
89	10	358	358	2.998369
90	10	362	358	2.510511
91	10	366	358	2.062434
92	10	370	358	1.518864
93	10	374	358	1.460886
94	10	378	358	1.497455
95	10	382	358	1.482667
96	10	386	358	1.489565
97	10	390	358	0.479469
98	10	394	358	0
99	10	398	358	0
0	9	2	362	0
1	9	6	362	0
2	9	10	362	0
3	9	14	362	0
4	9	18	362	0
5	9	22	362	0
6	9	26	362	0
7	9	30	362	0
8	9	34	362	0
9	9	38	362	0
10	9	42	362	0
11	9	46	362	0
12	9	50	362	0
13	9	54	362	0
14	9	58	362	0
15	9	62	362	0
16	9	66	362	0
17	9	70	362	0
18	9	74	362	0
19	9	78	362	0
20	9	82	362	0
21	9	86	362	0
22	9	90	362	0
23	9	94	362	0.310269
24	9	98	362	1.374016
25	9	102	362	3.485853
26	9	106	362	5.086246
27	9	110	362	9.68246
28	9	114	362	29.18404
29	9	118	362	-999
30	9	122	362	-999
31	9	126	362	-999
32	9	130	362	40.43679
33	9	134	362	36.680294
34	9	138	362	39.606487
35	9	142	362	40.268833
36	9	146	362	36.460594
37	9	150	362	29.049074
38	9	154	362	40.758488
39	9	158	362	-999
40	9	162	362	-999
41	9	166	362	-999
42	9	170	362	-999
43	9	174	362	58.355839
44	9	178	362	47.543404
45	9	182	362	-999
46	9	186	362	-999
47	9	190	362	-999
48	9	194	362	-999
49	9	198	362	-999
50	9	202	362	-999
51	9	206	362	-999
52	9	210	362	-999
53	9	214	362	33.71146
54	9	218	362	18.612713
55	9	222	362	12.016989
56	9	226	362	9.195252
57	9	230	362	9.197333
58	9	234	362	7.109601
59	9	238	362	8.657103
60	9	242	362	8.692398
61	9	246	362	7.71352
62	9	250	362	8.625169
63	9	254	362	11.209272
64	9	258	362	13.222631
65	9	262	362	17.010208
66	9	266	362	24.795883
67	9	270	362	48.959656
68	9	274	362	-999
69	9	278	362	-999
70	9	282	362	-999
71	9	286	362	69.005783
72	9	290	362	-999
73	9	294	362	-999
74	9	298	362	-999
75	9	302	362	43.456627
76	9	306	362	24.233959
77	9	310	362	18.979828
78	9	314	362	17.475779
79	9	318	362	18.72809
80	9	322	362	15.172201
81	9	326	362	14.518585
82	9	330	362	12.149865
83	9	334	362	8.666053
84	9	338	362	7.138697
85	9	342	362	6.720852
86	9	346	362	4.589361
87	9	350	362	4.057527
88	9	354	362	3.610619
89	9	358	362	3.046585
90	9	362	362	2.470531
91	9	366	362	1.47989
92	9	370	362	1.541196
93	9	374	362	1.499288
94	9	378	362	0.99176
95	9	382	362	0.965702
96	9	386	362	0.990447
97	9	390	362	0.998012
98	9	394	362	0
99	9	398	362	0
0	8	2	366	0
1	8	6	366	0
2	8	10	366	0
3	8	14	366	0
4	8	18	366	0
5	8	22	366	0
6	8	26	366	0
7	8	30	366	0
8	8	34	366	0
9	8	38	366	0
10	8	42	366	0
11	8	46	366	0
12	8	50	366	0
13	8	54	366	0
14	8	58	366	0
15	8	62	366	0
16	8	66	366	0
17	8	70	366	0
18	8	74	366	0
19	8	78	366	0
20	8	82	366	0
21	8	86	366	0
22	8	90	366	0
23	8	94	366	0
24	8	98	366	0.923607
25	8	102	366	2.500532
26	8	106	366	4.604459
27	8	110	366	6.721271
28	8	114	366	10.838518
29	8	118	366	29.186201
30	8	122	366	-999
31	8	126	366	-999
32	8	130	366	-999
33	8	134	366	-999
34	8	138	366	-999
35	8	142	366	-999
36	8	146	366	-999
37	8	150	366	51.531754
38	8	154	366	42.641655
39	8	158	366	-999
40	8	162	366	-999
41	8	166	366	-999
42	8	170	366	-999
43	8	174	366	-999
44	8	178	366	56.77787
45	8	182	366	67.531044
46	8	186	366	-999
47	8	190	366	-999
48	8	194	366	-999
49	8	198	366	-999
50	8	202	366	-999
51	8	206	366	56.119633
52	8	210	366	40.544304
53	8	214	366	21.467327
54	8	218	366	15.011882
55	8	222	366	12.235209
56	8	226	366	9.193083
57	8	230	366	7.079732
58	8	234	366	5.998402
59	8	238	366	7.08922
60	8	242	366	7.096928
61	8	246	366	7.112877
62	8	250	366	9.643807
63	8	254	366	11.741831
64	8	258	366	14.657416
65	8	262	366	20.700117
66	8	266	366	34.242798
67	8	270	366	-999
68	8	274	366	-999
69	8	278	366	-999
70	8	282	366	-999
71	8	286	366	73.741272
72	8	290	366	-999
73	8	294	366	-999
74	8	298	366	-999
75	8	302	366	44.439114
76	8	306	366	25.582165
77	8	310	366	15.114026
78	8	314	366	12.673722
79	8	318	366	13.67353
80	8	322	366	10.634079
81	8	326	366	9.095054
82	8	330	366	8.147947
83	8	334	366	7.662405
84	8	338	366	6.697576
85	8	342	366	4.565309
86	8	346	366	4.090027
87	8	350	366	3.030675
88	8	354	366	3.082245
89	8	358	366	3.080633
90	8	362	366	3.075126
91	8	366	366	1.47245
92	8	370	366	1.49259
93	8	374	366	1.493898
94	8	378	366	1.504431
95	8	382	366	1.007575
96	8	386	366	1.00715
97	8	390	366	0.497086
98	8	394	366	0
99	8	398	366	0
0	7	2	370	0
1	7	6	370	0
2	7	10	370	0
3	7	14	370	0
4	7	18	370	0
5	7	22	370	0
6	7	26	370	0
7	7	30	370	0
8	7	34	370	0
9	7	38	370	0
10	7	42	370	0
11	7	46	370	0
12	7	50	370	0
13	7	54	370	0
14	7	58	370	0
15	7	62	370	0
16	7	66	370	0
17	7	70	370	0
