X (Grid)	Y (Grid)	X (m)	Y (m)	Data
4	73	18	106	0
5	73	22	106	0
6	73	26	106	0
7	73	30	106	0
8	73	34	106	0
9	73	38	106	0
10	73	42	106	0
11	73	46	106	0
12	73	50	106	0
13	73	54	106	0
14	73	58	106	0
15	73	62	106	0
16	73	66	106	0
17	73	70	106	0
18	73	74	106	0
19	73	78	106	0
20	73	82	106	0
21	73	86	106	0
22	73	90	106	0
23	73	94	106	0
24	73	98	106	0
25	73	102	106	0
26	73	106	106	0
27	73	110	106	0
28	73	114	106	0
29	73	118	106	0
30	73	122	106	0
31	73	126	106	0
32	73	130	106	0
33	73	134	106	0
34	73	138	106	0
35	73	142	106	0
36	73	146	106	0
37	73	150	106	0
38	73	154	106	0
39	73	158	106	0
40	73	162	106	0
41	73	166	106	0
42	73	170	106	0
43	73	174	106	1.39564
44	73	178	106	2.829671
45	73	182	106	3.187048
46	73	186	106	2.131523
47	73	190	106	3.285565
48	73	194	106	3.775752
49	73	198	106	5.254492
50	73	202	106	6.642542
51	73	206	106	6.627976
52	73	210	106	9.175976
53	73	214	106	23.090229
54	73	218	106	-999
55	73	222	106	-999
56	73	226	106	-999
57	73	230	106	-999
58	73	234	106	40.946133
59	73	238	106	19.752396
60	73	242	106	15.090376
61	73	246	106	12.492759
62	73	250	106	13.158271
63	73	254	106	13.150352
64	73	258	106	13.565238
65	73	262	106	20.600595
66	73	266	106	-999
67	73	270	106	48.808689
68	73	274	106	-999
69	73	278	106	41.484554
70	73	282	106	26.886776
71	73	286	106	44.683182
72	73	290	106	-999
73	73	294	106	-999
74	73	298	106	58.144176
75	73	302	106	46.367638
76	73	306	106	46.922207
77	73	310	106	50.085705
78	73	314	106	55.115696
79	73	318	106	43.150967
80	73	322	106	44.283379
81	73	326	106	-999
82	73	330	106	-999
83	73	334	106	-999
84	73	338	106	71.433365
85	73	342	106	59.071312
86	73	346	106	40.511784
87	73	350	106	22.767059
88	73	354	106	18.510546
89	73	358	106	29.265781
90	73	362	106	42.117435
91	73	366	106	36.423458
92	73	370	106	15.505645
93	73	374	106	7.343604
94	73	378	106	4.656778
95	73	382	106	3.045354
96	73	386	106	0.424502
97	73	390	106	0
98	73	394	106	0
99	73	398	106	0
0	72	2	110	0
1	72	6	110	0
2	72	10	110	0
3	72	14	110	0
4	72	18	110	0
5	72	22	110	0
6	72	26	110	0
7	72	30	110	0
8	72	34	110	0
9	72	38	110	0
10	72	42	110	0
11	72	46	110	0
12	72	50	110	0
13	72	54	110	0
14	72	58	110	0
15	72	62	110	0
16	72	66	110	0
17	72	70	110	0
18	72	74	110	0
19	72	78	110	0
20	72	82	110	0
21	72	86	110	0
22	72	90	110	0
23	72	94	110	0
24	72	98	110	0
25	72	102	110	0
26	72	106	110	0
27	72	110	110	0
28	72	114	110	0
29	72	118	110	0
30	72	122	110	0
31	72	126	110	0
32	72	130	110	0
33	72	134	110	0
34	72	138	110	0
35	72	142	110	0
36	72	146	110	0
37	72	150	110	0
38	72	154	110	0
39	72	158	110	0
40	72	162	110	0
41	72	166	110	0
42	72	170	110	0.99411
43	72	174	110	2.605971
44	72	178	110	3.012327
45	72	182	110	2.928528
46	72	186	110	2.837901
47	72	190	110	3.37976
48	72	194	110	5.236118
49	72	198	110	7.928242
50	72	202	110	9.444035
51	72	206	110	11.41164
52	72	210	110	12.910039
53	72	214	110	28.468925
54	72	218	110	-999
55	72	222	110	-999
56	72	226	110	-999
57	72	230	110	-999
58	72	234	110	38.952969
59	72	238	110	20.920845
60	72	242	110	14.149705
61	72	246	110	12.599339
62	72	250	110	14.715263
63	72	254	110	17.455015
64	72	258	110	16.793295
65	72	262	110	17.702383
66	72	266	110	36.236172
67	72	270	110	-999
68	72	274	110	-999
69	72	278	110	29.79011
70	72	282	110	19.25099
71	72	286	110	24.523792
72	72	290	110	44.327938
73	72	294	110	-999
74	72	298	110	43.959389
75	72	302	110	35.078651
76	72	306	110	44.589207
77	72	310	110	55.867416
78	72	314	110	-999
79	72	318	110	-999
80	72	322	110	45.23045
81	72	326	110	52.062431
82	72	330	110	-999
83	72	334	110	-999
84	72	338	110	-999
85	72	342	110	-999
86	72	346	110	-999
87	72	350	110	34.278027
88	72	354	110	18.076456
89	72	358	110	25.899385
90	72	362	110	-999
91	72	366	110	-999
92	72	370	110	30.75107
93	72	374	110	10.851106
94	72	378	110	5.708193
95	72	382	110	4.683018
96	72	386	110	1.452081
97	72	390	110	0
98	72	394	110	0
99	72	398	110	0
0	71	2	114	0
1	71	6	114	0
2	71	10	114	0
3	71	14	114	0
4	71	18	114	0
5	71	22	114	0
6	71	26	114	0
7	71	30	114	0
8	71	34	114	0
9	71	38	114	0
10	71	42	114	0
11	71	46	114	0
12	71	50	114	0
13	71	54	114	0
14	71	58	114	0
15	71	62	114	0
16	71	66	114	0
17	71	70	114	0
18	71	74	114	0
19	71	78	114	0
20	71	82	114	0
21	71	86	114	0
22	71	90	114	0
23	71	94	114	0
24	71	98	114	0
25	71	102	114	0
26	71	106	114	0
27	71	110	114	0
28	71	114	114	0
29	71	118	114	0
30	71	122	114	0
31	71	126	114	0
32	71	130	114	0
33	71	134	114	0
34	71	138	114	0
35	71	142	114	0
36	71	146	114	0
37	71	150	114	0
38	71	154	114	0
39	71	158	114	0
40	71	162	114	0
41	71	166	114	0.604425
42	71	170	114	1.477119
43	71	174	114	2.684797
44	71	178	114	3.130616
45	71	182	114	3.629973
46	71	186	114	4.042424
47	71	190	114	4.745661
48	71	194	114	9.574438
49	71	198	114	15.22216
50	71	202	114	25.343372
51	71	206	114	30.073421
52	71	210	114	30.175169
53	71	214	114	25.950644
54	71	218	114	45.043171
55	71	222	114	-999
56	71	226	114	70.610886
57	71	230	114	-999
58	71	234	114	49.472733
59	71	238	114	23.067469
60	71	242	114	17.336006
61	71	246	114	18.943859
62	71	250	114	31.578962
63	71	254	114	36.35257
64	71	258	114	33.010113
65	71	262	114	18.320404
66	71	266	114	24.255798
67	71	270	114	-999
68	71	274	114	-999
69	71	278	114	26.332207
70	71	282	114	14.410012
71	71	286	114	18.897718
72	71	290	114	23.402206
73	71	294	114	35.499744
74	71	298	114	42.896523
75	71	302	114	53.717072
76	71	306	114	-999
77	71	310	114	-999
78	71	314	114	-999
79	71	318	114	-999
80	71	322	114	44.343731
81	71	326	114	33.711018
82	71	330	114	52.817924
83	71	334	114	-999
84	71	338	114	-999
85	71	342	114	-999
86	71	346	114	-999
87	71	350	114	38.761463
88	71	354	114	21.381628
89	71	358	114	20.8479
90	71	362	114	38.569157
91	71	366	114	-999
92	71	370	114	-999
93	71	374	114	20.043945
94	71	378	114	6.252985
95	71	382	114	4.686731
96	71	386	114	3.087812
97	71	390	114	0.327571
98	71	394	114	0
99	71	398	114	0
0	70	2	118	0
1	70	6	118	0
2	70	10	118	0
3	70	14	118	0
4	70	18	118	0
5	70	22	118	0
6	70	26	118	0
7	70	30	118	0
8	70	34	118	0
9	70	38	118	0
10	70	42	118	0
11	70	46	118	0
12	70	50	118	0
13	70	54	118	0
14	70	58	118	0
15	70	62	118	0
16	70	66	118	0
17	70	70	118	0
18	70	74	118	0
19	70	78	118	0
20	70	82	118	0
21	70	86	118	0
22	70	90	118	0
23	70	94	118	0
24	70	98	118	0
25	70	102	118	0
26	70	106	118	0
27	70	110	118	0
28	70	114	118	0
29	70	118	118	0
30	70	122	118	0
31	70	126	118	0
32	70	130	118	0
33	70	134	118	0
34	70	138	118	0
35	70	142	118	0
36	70	146	118	0
37	70	150	118	0
38	70	154	118	0
39	70	158	118	-0.916178
40	70	162	118	0.196467
41	70	166	118	2.731741
42	70	170	118	2.436041
43	70	174	118	3.798172
44	70	178	118	3.772976
45	70	182	118	5.374071
46	70	186	118	6.463574
47	70	190	118	10.480199
48	70	194	118	13.402051
49	70	198	118	28.958279
50	70	202	118	-999
51	70	206	118	-999
52	70	210	118	-999
53	70	214	118	36.616699
54	70	218	118	38.74781
55	70	222	118	-999
56	70	226	118	72.590805
57	70	230	118	-999
58	70	234	118	-999
59	70	238	118	33.656345
60	70	242	118	20.530685
61	70	246	118	34.158108
62	70	250	118	-999
63	70	254	118	-999
64	70	258	118	-999
65	70	262	118	29.332726
66	70	266	118	17.004459
67	70	270	118	23.391344
68	70	274	118	24.531651
69	70	278	118	17.787203
70	70	282	118	12.751472
71	70	286	118	16.091625
72	70	290	118	21.454203
73	70	294	118	43.754353
74	70	298	118	-999
75	70	302	118	-999
76	70	306	118	-999
77	70	310	118	-999
78	70	314	118	-999
79	70	318	118	-999
80	70	322	118	52.251644
81	70	326	118	33.670319
82	70	330	118	40.04541
83	70	334	118	-999
84	70	338	118	-999
85	70	342	118	-999
86	70	346	118	-999
87	70	350	118	48.565842
88	70	354	118	23.888176
89	70	358	118	17.624214
90	70	362	118	28.786812
91	70	366	118	-999
92	70	370	118	-999
93	70	374	118	32.244839
94	70	378	118	9.278826
95	70	382	118	5.187315
96	70	386	118	3.576355
97	70	390	118	0.952044
98	70	394	118	0
99	70	398	118	0
0	69	2	122	0
1	69	6	122	0
2	69	10	122	0
3	69	14	122	0
4	69	18	122	0
5	69	22	122	0
6	69	26	122	0
7	69	30	122	0
8	69	34	122	0
9	69	38	122	0
10	69	42	122	0
11	69	46	122	0
12	69	50	122	0
13	69	54	122	0
14	69	58	122	0
15	69	62	122	0
16	69	66	122	0
17	69	70	122	0
18	69	74	122	0
19	69	78	122	0
20	69	82	122	0
21	69	86	122	0
22	69	90	122	0
23	69	94	122	0
24	69	98	122	0
25	69	102	122	0
26	69	106	122	0
27	69	110	122	0
28	69	114	122	0
29	69	118	122	0
30	69	122	122	0
31	69	126	122	0
32	69	130	122	0
33	69	134	122	0
34	69	138	122	0
35	69	142	122	0
36	69	146	122	0
37	69	150	122	0
38	69	154	122	0.085106
39	69	158	122	0.752396
40	69	162	122	1.761273
41	69	166	122	2.248873
42	69	170	122	3.132561
43	69	174	122	4.175619
44	69	178	122	4.596329
45	69	182	122	6.221799
46	69	186	122	11.503951
47	69	190	122	17.349293
48	69	194	122	29.422907
49	69	198	122	49.817284
50	69	202	122	-999
51	69	206	122	-999
52	69	210	122	-999
53	69	214	122	39.77248
54	69	218	122	39.793156
55	69	222	122	-999
56	69	226	122	-999
57	69	230	122	-999
58	69	234	122	-999
59	69	238	122	42.814995
60	69	242	122	24.01506
61	69	246	122	39.013634
62	69	250	122	-999
63	69	254	122	-999
64	69	258	122	-999
65	69	262	122	32.736774
66	69	266	122	15.049829
67	69	270	122	12.085046
68	69	274	122	11.11955
69	69	278	122	12.913749
70	69	282	122	12.703242
71	69	286	122	15.522406
72	69	290	122	29.884211
73	69	294	122	-999
74	69	298	122	-999
75	69	302	122	-999
76	69	306	122	63.306713
77	69	310	122	62.185902
78	69	314	122	-999
79	69	318	122	-999
80	69	322	122	-999
81	69	326	122	41.075764
82	69	330	122	33.210438
83	69	334	122	52.275082
84	69	338	122	-999
85	69	342	122	-999
86	69	346	122	-999
87	69	350	122	-999
88	69	354	122	26.820902
89	69	358	122	15.69127
90	69	362	122	27.337137
91	69	366	122	-999
92	69	370	122	-999
93	69	374	122	-999
94	69	378	122	18.987383
95	69	382	122	5.754646
96	69	386	122	4.156199
97	69	390	122	2.015171
98	69	394	122	0
99	69	398	122	0
0	68	2	126	0
1	68	6	126	0
2	68	10	126	0
3	68	14	126	0
4	68	18	126	0
5	68	22	126	0
6	68	26	126	0
7	68	30	126	0
8	68	34	126	0
9	68	38	126	0
10	68	42	126	0
11	68	46	126	0
12	68	50	126	0
13	68	54	126	0
14	68	58	126	0
15	68	62	126	0
16	68	66	126	0
17	68	70	126	0
18	68	74	126	0
19	68	78	126	0
20	68	82	126	0
21	68	86	126	0
22	68	90	126	0
23	68	94	126	0
24	68	98	126	0
25	68	102	126	0
26	68	106	126	0
27	68	110	126	0
28	68	114	126	0
29	68	118	126	0
30	68	122	126	0
31	68	126	126	0
32	68	130	126	0
33	68	134	126	0
34	68	138	126	0
35	68	142	126	0
36	68	146	126	0
37	68	150	126	0.472204
38	68	154	126	1.134608
39	68	158	126	1.962072
40	68	162	126	1.596482
41	68	166	126	3.420158
42	68	170	126	3.695608
43	68	174	126	4.820084
44	68	178	126	4.888695
45	68	182	126	10.672711
46	68	186	126	17.302418
47	68	190	126	38.694454
48	68	194	126	-999
49	68	198	126	-999
50	68	202	126	-999
51	68	206	126	-999
52	68	210	126	-999
53	68	214	126	34.442535
54	68	218	126	35.419842
55	68	222	126	-999
56	68	226	126	-999
57	68	230	126	63.467903
58	68	234	126	59.18116
59	68	238	126	-999
60	68	242	126	29.055986
61	68	246	126	33.619366
62	68	250	126	-999
63	68	254	126	-999
64	68	258	126	-999
65	68	262	126	28.281012
66	68	266	126	12.391231
67	68	270	126	15.2122
68	68	274	126	24.025499
69	68	278	126	24.675779
70	68	282	126	14.200742
71	68	286	126	14.41625
72	68	290	126	32.788563
73	68	294	126	-999
74	68	298	126	-999
75	68	302	126	-999
76	68	306	126	55.827
77	68	310	126	60.898994
78	68	314	126	-999
79	68	318	126	-999
80	68	322	126	-999
81	68	326	126	52.734875
82	68	330	126	31.175341
83	68	334	126	39.564812
84	68	338	126	-999
85	68	342	126	-999
86	68	346	126	27.934599
87	68	350	126	26.620789
88	68	354	126	18.083847
89	68	358	126	14.469833
90	68	362	126	18.189108
91	68	366	126	37.892956
92	68	370	126	-999
93	68	374	126	-999
94	68	378	126	21.521809
95	68	382	126	6.290226
96	68	386	126	4.146177
97	68	390	126	2.479254
98	68	394	126	0
99	68	398	126	0
0	67	2	130	0
1	67	6	130	0
2	67	10	130	0
3	67	14	130	0
4	67	18	130	0
5	67	22	130	0
6	67	26	130	0
7	67	30	130	0
8	67	34	130	0
9	67	38	130	0
10	67	42	130	0
11	67	46	130	0
12	67	50	130	0
13	67	54	130	0
14	67	58	130	0
15	67	62	130	0
16	67	66	130	0
17	67	70	130	0
18	67	74	130	0
19	67	78	130	0
20	67	82	130	0
21	67	86	130	0
22	67	90	130	0
23	67	94	130	0
24	67	98	130	0
25	67	102	130	0
26	67	106	130	0
27	67	110	130	0
28	67	114	130	0
29	67	118	130	0
30	67	122	130	0
31	67	126	130	0
32	67	130	130	0
33	67	134	130	0
34	67	138	130	0
35	67	142	130	-1.081114
36	67	146	130	0.806855
37	67	150	130	1.807503
38	67	154	130	1.541652
39	67	158	130	2.637524
40	67	162	130	2.922542
41	67	166	130	3.716088
42	67	170	130	4.403262
43	67	174	130	5.040901
44	67	178	130	8.469029
45	67	182	130	15.125705
46	67	186	130	37.909687
47	67	190	130	-999
48	67	194	130	-999
49	67	198	130	-999
50	67	202	130	-999
51	67	206	130	-999
52	67	210	130	41.608589
53	67	214	130	23.109671
54	67	218	130	22.4807
55	67	222	130	35.183548
56	67	226	130	55.675674
57	67	230	130	-999
58	67	234	130	-999
59	67	238	130	-999
60	67	242	130	36.598869
61	67	246	130	21.909355
62	67	250	130	31.42341
63	67	254	130	35.257927
64	67	258	130	29.542711
65	67	262	130	15.442988
66	67	266	130	10.234298
67	67	270	130	21.684048
68	67	274	130	-999
69	67	278	130	-999
70	67	282	130	25.909718
71	67	286	130	26.041922
72	67	290	130	35.225578
73	67	294	130	-999
74	67	298	130	-999
75	67	302	130	-999
76	67	306	130	70.661926
77	67	310	130	-999
78	67	314	130	-999
79	67	318	130	-999
80	67	322	130	-999
81	67	326	130	-999
82	67	330	130	34.750397
83	67	334	130	25.952723
84	67	338	130	33.338615
85	67	342	130	32.279594
86	67	346	130	16.95435
87	67	350	130	15.751788
88	67	354	130	20.588678
89	67	358	130	26.552937
90	67	362	130	21.029739
91	67	366	130	27.800543
92	67	370	130	-999
93	67	374	130	-999
94	67	378	130	23.122292
95	67	382	130	7.363615
96	67	386	130	5.243378
97	67	390	130	3.104355
98	67	394	130	0
99	67	398	130	0
0	66	2	134	0
1	66	6	134	0
2	66	10	134	0
3	66	14	134	0
4	66	18	134	0
5	66	22	134	0
6	66	26	134	0
7	66	30	134	0
8	66	34	134	0
9	66	38	134	0
10	66	42	134	0
11	66	46	134	0
12	66	50	134	0
13	66	54	134	0
14	66	58	134	0
15	66	62	134	0
16	66	66	134	0
17	66	70	134	0
18	66	74	134	0
19	66	78	134	0
20	66	82	134	0
21	66	86	134	0
22	66	90	134	0
23	66	94	134	0
24	66	98	134	0
25	66	102	134	0
26	66	106	134	0
27	66	110	134	0
28	66	114	134	0
29	66	118	134	0
30	66	122	134	0
31	66	126	134	0
32	66	130	134	0
33	66	134	134	0
34	66	138	134	-2.039933
35	66	142	134	-0.257754
36	66	146	134	1.26379
37	66	150	134	1.521201
38	66	154	134	2.419621
39	66	158	134	3.267906
40	66	162	134	4.662688
41	66	166	134	4.975605
42	66	170	134	6.531433
43	66	174	134	7.653376
44	66	178	134	9.360337
45	66	182	134	24.772083
46	66	186	134	-999
47	66	190	134	-999
48	66	194	134	-999
49	66	198	134	-999
50	66	202	134	-999
51	66	206	134	41.420383
52	66	210	134	23.096907
53	66	214	134	19.494661
54	66	218	134	16.824772
55	66	222	134	27.562017
56	66	226	134	-999
57	66	230	134	-999
58	66	234	134	61.384651
59	66	238	134	-999
60	66	242	134	-999
61	66	246	134	24.84988
62	66	250	134	15.664641
63	66	254	134	14.579248
64	66	258	134	14.746439
65	66	262	134	10.822759
66	66	266	134	8.525083
67	66	270	134	24.245934
68	66	274	134	-999
69	66	278	134	-999
70	66	282	134	-999
71	66	286	134	-999
72	66	290	134	46.223503
73	66	294	134	59.757847
74	66	298	134	-999
75	66	302	134	-999
76	66	306	134	-999
77	66	310	134	-999
78	66	314	134	-999
79	66	318	134	-999
80	66	322	134	-999
81	66	326	134	-999
82	66	330	134	40.810722
83	66	334	134	21.663433
84	66	338	134	18.965151
85	66	342	134	22.667398
86	66	346	134	32.723385
87	66	350	134	31.512854
88	66	354	134	31.877623
89	66	358	134	-999
90	66	362	134	35.308033
91	66	366	134	22.303434
92	66	370	134	39.172375
93	66	374	134	-999
94	66	378	134	23.122292
95	66	382	134	7.322815
96	66	386	134	6.24724
97	66	390	134	3.623951
98	66	394	134	0
99	66	398	134	0
0	65	2	138	0
1	65	6	138	0
2	65	10	138	0
3	65	14	138	0
4	65	18	138	0
5	65	22	138	0
6	65	26	138	0
7	65	30	138	0
8	65	34	138	0
9	65	38	138	0
10	65	42	138	0
11	65	46	138	0
12	65	50	138	0
13	65	54	138	0
14	65	58	138	0
15	65	62	138	0
16	65	66	138	0
17	65	70	138	0
18	65	74	138	0
19	65	78	138	0
20	65	82	138	0
21	65	86	138	0
22	65	90	138	0
23	65	94	138	0
24	65	98	138	0
25	65	102	138	0
26	65	106	138	0
27	65	110	138	0
28	65	114	138	0
29	65	118	138	0
30	65	122	138	0
31	65	126	138	0
32	65	130	138	-1.047274
33	65	134	138	-0.898538
34	65	138	138	0.440297
35	65	142	138	1.234996
36	65	146	138	1.399891
37	65	150	138	2.671787
38	65	154	138	3.754542
39	65	158	138	3.962818
40	65	162	138	6.126925
41	65	166	138	9.149214
42	65	170	138	10.482245
43	65	174	138	12.041102
44	65	178	138	12.942703
45	65	182	138	27.732695
46	65	186	138	-999
47	65	190	138	-999
48	65	194	138	-999
49	65	198	138	-999
50	65	202	138	42.559593
51	65	206	138	23.098253
52	65	210	138	18.457798
53	65	214	138	15.259438
54	65	218	138	14.931204
55	65	222	138	19.471807
56	65	226	138	37.819408
57	65	230	138	-999
58	65	234	138	-999
59	65	238	138	-999
60	65	242	138	-999
61	65	246	138	35.598042
62	65	250	138	15.895662
63	65	254	138	12.014832
64	65	258	138	10.970023
65	65	262	138	10.352039
66	65	266	138	19.798634
67	65	270	138	28.215569
68	65	274	138	-999
69	65	278	138	-999
70	65	282	138	-999
71	65	286	138	-999
72	65	290	138	-999
73	65	294	138	-999
74	65	298	138	-999
75	65	302	138	-999
76	65	306	138	-999
77	65	310	138	-999
78	65	314	138	-999
79	65	318	138	-999
80	65	322	138	-999
81	65	326	138	-999
82	65	330	138	-999
83	65	334	138	27.266838
84	65	338	138	17.829664
85	65	342	138	33.456993
86	65	346	138	-999
87	65	350	138	-999
88	65	354	138	38.677574
89	65	358	138	-999
90	65	362	138	50.084999
91	65	366	138	24.818329
92	65	370	138	31.937122
93	65	374	138	-999
94	65	378	138	23.648258
95	65	382	138	8.922825
96	65	386	138	6.794367
97	65	390	138	4.692438
98	65	394	138	0.442466
99	65	398	138	0
0	64	2	142	0
1	64	6	142	0
2	64	10	142	0
3	64	14	142	0
4	64	18	142	0
5	64	22	142	0
6	64	26	142	0
7	64	30	142	0
8	64	34	142	0
9	64	38	142	0
10	64	42	142	0
11	64	46	142	0
12	64	50	142	0
13	64	54	142	0
14	64	58	142	0
15	64	62	142	0
16	64	66	142	0
17	64	70	142	0
18	64	74	142	0
19	64	78	142	0
20	64	82	142	0
21	64	86	142	0
22	64	90	142	0
23	64	94	142	0
24	64	98	142	0
25	64	102	142	0
26	64	106	142	0
27	64	110	142	0
28	64	114	142	0
29	64	118	142	0
30	64	122	142	0
31	64	126	142	-0.29922
32	64	130	142	0.559088
33	64	134	142	1.097791
34	64	138	142	1.295368
35	64	142	142	2.084662
36	64	146	142	2.895756
37	64	150	142	3.556026
38	64	154	142	4.084092
39	64	158	142	5.093939
40	64	162	142	10.025887
41	64	166	142	15.237448
42	64	170	142	27.206821
43	64	174	142	31.310013
44	64	178	142	30.481279
45	64	182	142	23.713705
46	64	186	142	42.327805
47	64	190	142	-999
48	64	194	142	-999
49	64	198	142	42.69157
50	64	202	142	23.120966
51	64	206	142	18.910027
52	64	210	142	12.611042
53	64	214	142	15.972528
54	64	218	142	15.859528
55	64	222	142	15.422359
56	64	226	142	29.653185
57	64	230	142	-999
58	64	234	142	-999
59	64	238	142	-999
60	64	242	142	-999
61	64	246	142	-999
62	64	250	142	23.404104
63	64	254	142	14.314549
64	64	258	142	20.451481
65	64	262	142	23.894594
66	64	266	142	-999
67	64	270	142	30.393621
68	64	274	142	38.605362
69	64	278	142	-999
70	64	282	142	-999
71	64	286	142	-999
72	64	290	142	-999
73	64	294	142	-999
74	64	298	142	-999
75	64	302	142	-999
76	64	306	142	-999
77	64	310	142	-999
78	64	314	142	-999
79	64	318	142	-999
80	64	322	142	53.814056
81	64	326	142	54.799603
82	64	330	142	-999
83	64	334	142	28.792768
84	64	338	142	18.848269
85	64	342	142	38.25592
86	64	346	142	-999
87	64	350	142	79.084251
88	64	354	142	-999
89	64	358	142	-999
90	64	362	142	-999
91	64	366	142	33.309185
92	64	370	142	32.312214
93	64	374	142	-999
94	64	378	142	32.773674
95	64	382	142	11.940497
96	64	386	142	6.823653
97	64	390	142	4.68466
98	64	394	142	1.463624
99	64	398	142	0
0	63	2	146	0
1	63	6	146	0
2	63	10	146	0
3	63	14	146	0
4	63	18	146	0
5	63	22	146	0
6	63	26	146	0
7	63	30	146	0
8	63	34	146	0
9	63	38	146	0
10	63	42	146	0
11	63	46	146	0
12	63	50	146	0
13	63	54	146	0
14	63	58	146	0
15	63	62	146	0
16	63	66	146	0
17	63	70	146	0
18	63	74	146	0
19	63	78	146	0
20	63	82	146	0
21	63	86	146	0
22	63	90	146	0
23	63	94	146	0
24	63	98	146	0
25	63	102	146	0
26	63	106	146	0
27	63	110	146	-1.11425
28	63	114	146	-0.496566
29	63	118	146	-0.819629
30	63	122	146	-0.023799
31	63	126	146	0.24486
32	63	130	146	0.821631
33	63	134	146	2.007463
34	63	138	146	2.777964
35	63	142	146	2.915003
36	63	146	146	3.422072
37	63	150	146	4.466897
38	63	154	146	5.939856
39	63	158	146	11.518663
40	63	162	146	16.821266
41	63	166	146	38.412273
42	63	170	146	-999
43	63	174	146	-999
44	63	178	146	-999
45	63	182	146	31.143324
46	63	186	146	20.711407
47	63	190	146	29.315531
48	63	194	146	30.949387
49	63	198	146	22.037659
50	63	202	146	17.801014
51	63	206	146	16.293489
52	63	210	146	23.421757
53	63	214	146	30.254862
54	63	218	146	31.313919
55	63	222	146	28.742302
56	63	226	146	32.073959
57	63	230	146	-999
58	63	234	146	-999
59	63	238	146	-999
60	63	242	146	-999
61	63	246	146	-999
62	63	250	146	24.748171
63	63	254	146	25.028471
64	63	258	146	-999
65	63	262	146	-999
66	63	266	146	-999
67	63	270	146	28.891163
68	63	274	146	29.360165
69	63	278	146	-999
70	63	282	146	-999
71	63	286	146	-999
72	63	290	146	61.393841
73	63	294	146	-999
74	63	298	146	-999
75	63	302	146	-999
76	63	306	146	-999
77	63	310	146	-999
78	63	314	146	-999
79	63	318	146	-999
80	63	322	146	-999
81	63	326	146	-999
82	63	330	146	-999
83	63	334	146	38.960751
84	63	338	146	23.24045
85	63	342	146	39.275414
86	63	346	146	-999
87	63	350	146	-999
88	63	354	146	-999
89	63	358	146	-999
90	63	362	146	-999
91	63	366	146	36.111275
92	63	370	146	30.311003
93	63	374	146	-999
94	63	378	146	-999
95	63	382	146	20.587866
96	63	386	146	6.799818
97	63	390	146	4.693079
98	63	394	146	2.546067
99	63	398	146	0.374483
0	62	2	150	0
1	62	6	150	0
2	62	10	150	0
3	62	14	150	0
4	62	18	150	0
5	62	22	150	0
6	62	26	150	0
7	62	30	150	0
8	62	34	150	0
9	62	38	150	0
10	62	42	150	0
11	62	46	150	0
12	62	50	150	0
13	62	54	150	0
14	62	58	150	0
15	62	62	150	0
16	62	66	150	0
17	62	70	150	0
18	62	74	150	0
19	62	78	150	0
20	62	82	150	0
21	62	86	150	0
22	62	90	150	0
23	62	94	150	0
24	62	98	150	0
25	62	102	150	0
26	62	106	150	-0.402613
27	62	110	150	-0.203636
28	62	114	150	0.110767
29	62	118	150	-0.216223
30	62	122	150	0.49855
31	62	126	150	1.491065
32	62	130	150	1.578073
33	62	134	150	2.963362
34	62	138	150	3.357887
35	62	142	150	3.49555
36	62	146	150	4.219916
37	62	150	150	7.137827
38	62	154	150	10.667405
39	62	158	150	17.585302
40	62	162	150	38.818027
41	62	166	150	-999
42	62	170	150	-999
43	62	174	150	-999
44	62	178	150	-999
45	62	182	150	32.42239
46	62	186	150	16.416527
47	62	190	150	14.038108
48	62	194	150	15.138548
49	62	198	150	16.274033
50	62	202	150	16.316309
51	62	206	150	34.730362
52	62	210	150	-999
53	62	214	150	-999
54	62	218	150	-999
55	62	222	150	-999
56	62	226	150	37.789452
57	62	230	150	-999
58	62	234	150	-999
59	62	238	150	-999
60	62	242	150	-999
61	62	246	150	46.21825
62	62	250	150	19.422398
63	62	254	150	27.375103
64	62	258	150	-999
65	62	262	150	-999
66	62	266	150	-999
67	62	270	150	38.259617
68	62	274	150	30.004377
69	62	278	150	-999
70	62	282	150	-999
71	62	286	150	-999
72	62	290	150	-999
73	62	294	150	-999
74	62	298	150	-999
75	62	302	150	67.021957
76	62	306	150	-999
77	62	310	150	-999
78	62	314	150	-999
79	62	318	150	-999
80	62	322	150	-999
81	62	326	150	-999
82	62	330	150	-999
83	62	334	150	-999
84	62	338	150	30.050152
85	62	342	150	35.07473
86	62	346	150	-999
87	62	350	150	-999
88	62	354	150	-999
89	62	358	150	-999
90	62	362	150	-999
91	62	366	150	34.875355
92	62	370	150	20.742838
93	62	374	150	38.963333
94	62	378	150	-999
95	62	382	150	32.266174
96	62	386	150	9.319148
97	62	390	150	3.610554
98	62	394	150	2.487781
99	62	398	150	0.425386
0	61	2	154	0
1	61	6	154	0
2	61	10	154	0
3	61	14	154	0
4	61	18	154	0
5	61	22	154	0
6	61	26	154	0
7	61	30	154	0
8	61	34	154	0
9	61	38	154	0
10	61	42	154	0
11	61	46	154	0
12	61	50	154	0
13	61	54	154	0
14	61	58	154	0
15	61	62	154	0
16	61	66	154	0
17	61	70	154	0
18	61	74	154	0
19	61	78	154	0
20	61	82	154	0
21	61	86	154	0
22	61	90	154	0
23	61	94	154	0
24	61	98	154	0
25	61	102	154	-0.833294
